screen_name,tweet,favorite_count,retweet_count,reply_to,n_user_mentions,n_hashtags,n_urls,user_mentions,hashtags
ChinaAguilarM,"@ElcontadorBSC Ese bagre del que hablo ni con limón pasa",0,0,ElcontadorBSC,1,0,0,"ElcontadorBSC",""
2fMarcia,"Mi hermosa Dulcinea #fabianavalentina .👸💘😍 TAmo💋💋💋💋💋 https://t.co/QMQIwnR8eu",0,0,,0,1,0,"","fabianavalentina"
garciabella97,"@HumGarDel k onda raza revisa ws JAJAJAJA",0,0,HumGarDel,1,0,0,"HumGarDel",""
ChinaAguilarM,"@BSCkleber Tú sabes de qué tipo de bagre hablo jaja",0,0,BSCkleber,1,0,0,"BSCkleber",""
ElAbogadoFeroz,"Este meme lo es todo en la vida!!! ME SIGO RIENDO DESDE QUE LO VI EN FACEBOOK JAJAJAJAJAJAJAJAJAJA 😆😆😆😆😆",0,0,,0,0,0,"",""
myshelcienta,"@chocoaryam Lo que me dedicas jajajaja 💔",0,0,chocoaryam,1,0,0,"chocoaryam",""
TatianaRodrigz,"@jenniehidalgo @Cuchitohacker33 @Shirley88085284 🥚 🥚 🥚",0,0,jenniehidalgo,3,0,0,"jenniehidalgo;Cuchitohacker33;Shirley88085284",""
Gladiador2111,"@CBSNews it's nothing against life",0,0,CBSNews,1,0,0,"CBSNews",""
2fMarcia,"👌🏻🤗🌹💗 https://t.co/vMZ1mAGxQq",0,0,,0,0,0,"",""
Vctor72314587,"@santiagobucaram Cafu ganaba mundiales",0,0,santiagobucaram,1,0,0,"santiagobucaram",""
belenojeda_,"No puedes JAMÁS ser defensor de “la manada” y al mismo tiempo mi amigo. Prefiero morir sola en el mundo antes de estar rodeada de gente tan asquerosa.",0,0,,0,0,1,"",""
zhingre_,"#Cuenca: Pablo Jurado; prefecto de Imbabura; del partido Justicia Social; es el nuevo presidente del Congope; se impuso con dos votos; a su contendor Yaku Pérez; prefecto de Azuay #MercurioEc /AZD/ @mercurioec https://t.co/1XIbjN4zDz",0,0,,0,1,1,"","Cuenca"
kerlyyyy__7,"Send 7  #KCAMéxico #LittleVale",0,0,,0,2,0,"","KCAMéxico;LittleVale"
garciabella97,"Me da risa que mi primo nunca ve ws y los ve pues se olvida de responder (quiero asumir/creer) JAJAAJAJAJAJA y yo pa que me responda le mando correos; lo cual resulta muy eficiente.",0,0,,0,0,1,"",""
GaetanoLoHace,"@SalazarMaLou Si va a ser diferente. Muy diferente. Ya verás.",0,0,SalazarMaLou,1,0,0,"SalazarMaLou",""
Kathie_AR,"Pilas :(",0,0,,0,0,0,"",""
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #servientrega #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/mLht9pZcmN",0,0,,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #servientrega #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/RwqaUfQJHm",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #whatsappdown #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/LgXJ7mjAIX",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #whatsappdown #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/RFry8EXRz8",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #whatsappdown #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/JZ6gbq5zva",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #whatsappdown #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/fm0dJxWvNh",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #whatsappdown #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/PTJ6xZNgkn",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #loja #manabi #pichincha #SantaElena #whatsappdown #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles https://t.co/VojXigjdzy",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
perealanr,"@hoeg1 HUYYYY 😂😂😂😂LES ARDIÓ EL TRASERO; BIEN POR @jcarlostuarez PUES ESTAS RATAS YA SE DIERON CUENTA QUE A PARTIR DE AHORA SABRÁN QUE TUAREZ NO SE MANEJA PARA SER TODA PIEZ DE NADIE; EL ES EL PRESIDENTE DEL @CPCCS; Y TENDRÁN QUE RESPETAR",0,0,hoeg1,2,0,1,"hoeg1;jcarlostuarez",""
srapotts_,"Milli Vanilli",0,0,,0,0,0,"",""
Alejo_GAJM,"@jdegourville @UruAlejandro Para no discutir mas lo q se ve es q aguero lo pisa ese pisoton hace q alvez no pueda mover el pie derecho por ende traba su movimiento y luego chocan pero primero es el  pisoton",0,0,jdegourville,2,0,1,"jdegourville;UruAlejandro",""
Gladiador2111,"@XavierCasal @mbachelet",0,0,XavierCasal,2,0,0,"XavierCasal;mbachelet",""
myshelcienta,"Ya fuiste! 😉",0,0,myshelcienta,0,0,0,"",""
garciabella97,"@HumGarDel Somos eficientes en diferentes ramas; oki?",0,0,HumGarDel,1,0,0,"HumGarDel",""
JosueSanchezEc,"¡Es un gusto conocer esta hermosa ciudad!  Nos reunimos con el alcalde @tutouhia; en #Valledupar; Colombia; en un encuentro de intercambio de ideas; que está cargado de nuevos proyectos y estrategias para nuestra ciudad.  ¡Gracias por su hospitalidad! https://t.co/ds7UEoKM7a",0,0,,1,1,1,"tutoUHIA","Valledupar"
rgomezbejarano,"@VinuezaCristin1 Justamente planificado de esa “Manera” Reunír ADEPTOS DEL ZORRO CON CÁMARAS TV.- DAN ESPACIO A PABON Y BAROJA PARA Q’EXPRESEN “Con Aplomo” VIEJA TÁCTICA CORREISTA; HACERSE NOTAR ANTE CÁMARAS MÁS AÚN CUANDO ES A “VACA”; Los periodistas hacían su trabajo sin duda🇪🇨",0,0,VinuezaCristin1,1,0,1,"VinuezaCristin1",""
garciabella97,"@vaneloorsilva2 :o me dueles bai.",0,0,vaneloorsilva2,1,0,0,"vaneloorsilva2",""
neurologiagye,"Slideshow: The Worst Shoes for Your Feet https://t.co/4dzJGr9SYl  from @WebMD",0,0,,1,0,1,"WebMD",""
fefegj,"@Waxin_Bolin A veces toca! Jajaja",0,0,Waxin_Bolin,1,0,0,"Waxin_Bolin",""
Walterick,"@Mario_Flores_H @Payaso_Maldito 🤔 me parece o aparte de envidia noto celos? 🤣🤣",0,0,Mario_Flores_H,2,0,0,"Mario_Flores_H;Payaso_Maldito",""
MariaGabyCA04,"Mi querida @CristinaReyesec es cierto lo que andan circulando de la eliminación de las utilidades para los trabajadores",0,0,,1,0,0,"CristinaReyesec",""
SorayaOliveros,"Que alguien le diga al Sr. Scaloni que los partidos se ganan no por MÉRITOS sino por GOLES. y BRASIL fue superior en todo momento y se merece estar en la final.",0,0,,0,0,1,"",""
grillo_marino,"@rtorres11 Si quieren facilitar a Brasil la Copa; lo más sencillo no son las amarillas a Vidal y Aranguis; lo más fácil es q no gane Chile.",0,0,rtorres11,1,0,0,"rtorres11",""
Gaston57623581,"Bien acompañado 😍😎🥰 in good company 🥰🥺 https://t.co/msdcdhgBdx",0,0,,0,0,0,"",""
eduvillacres,"@fmolestinae Jony walker chivas ballantines y royal salute",0,0,fmolestinae,1,0,0,"fmolestinae",""
Gladiador2111,"@tinocotania que nivel de irresponsabilidad; ahora a que embajada le van a mandar al director?",0,0,tinocotania,1,0,0,"tinocotania",""
myshelcienta,"@chocoaryam Bro jajaja xD",0,0,chocoaryam,1,0,0,"chocoaryam",""
garciabella97,"@vaneloorsilva2 Uno nunk sabe JAJAJA",0,0,vaneloorsilva2,1,0,0,"vaneloorsilva2",""
paolajuliana17,"🐦💙",0,0,,0,0,0,"",""
Vctor72314587,"@evemaldonado87 https://t.co/oLE01hEQ9G",0,0,evemaldonado87,1,0,0,"evemaldonado87",""
Paobarreiro,"😇",0,0,,0,0,0,"",""
ecu911sambo,"[Ahora]   El alcalde de #Samborondón @juanjoseyunez visita la Sala de Videovigilancia del #ECU911 y conoce el trabajo que se realiza junto con @PoliciaEcuador a través de las cámaras instaladas en este cantón. @JMFigallo https://t.co/6pJbz6hp3M",0,0,,1,2,1,"juanjoseyunez","Samborondón;ECU911"
katterinevelez,"https://t.co/EiOZ49t715",0,0,,0,0,0,"",""
FranciscoYcazaS,"@majofloresm Quiero mi bolon jajaj",0,0,FranciscoYcazaS,1,0,0,"majofloresm",""
PoliciaPeru,"#PNPTeInforma 📢| Realizamos 5 intervenciones: Intervención a la banda criminal “Los Sanguinarios del Callao”  La incautación de 130 armas de fuego  La incautación de 57.770 k de marihuana  Intervención a 5 presunto estafadores y a un presunto violador. &gt;&gt;https://t.co/9NhWtv2BVi",0,0,,0,1,1,"","PNPTeInforma"
SINDICATO_IGAC,"Honorable @CorteSupremaJ cómo para cuándo entregan la fecha de indagatoria de Álvaro Uribe Vélez y Hernán Prada.   El pueblo pide justicia!!!!",0,0,,1,0,1,"CorteSupremaJ",""
katterinevelez,"⚘ https://t.co/ZO03qwi7Xw",0,0,,0,0,0,"",""
Gladiador2111,"@IvanGrandaM @Lenin @TransparenciaEC con que salven al IESS ya seria bastante",0,0,IvanGrandaM,3,0,0,"IvanGrandaM;Lenin;TransparenciaEC",""
anaisquiroga,"A la fuerza ni el zapato.",0,0,,0,0,0,"",""
kerlyyyy__7,"#KCAMexico #LittleVale",0,0,,0,2,0,"","KCAMexico;LittleVale"
ColdasiceV,"@olinguiito @AbortoLibreGYE Me puedes decir que gana Sara winter? Su ippf gana cuando vende órganos de partes de fetos abortados ! Eso si es negociado! https://t.co/CNC9N53eru",0,0,olinguiito,2,0,1,"olinguiito;AbortoLibreGYE",""
ClubPremiumEc,"@epkost03 Deja que la semana transcurra con normalidad; ya verás que cada esfuerzo tendrá su recompensa. 🍺",0,0,epkost03,1,0,0,"epkost03",""
Anifernandez26,"Mi futbolista favorito #MiPecoso😍💕 Lo presumo; por que es justo lo q necesitaba! #Jc https://t.co/MYYOT5SiCh",0,0,,0,2,0,"","MiPecoso;Jc"
myshelcienta,"Pero si nunca he hecho una escena de celos :(",0,0,myshelcienta,0,0,0,"",""
TatianaRodrigz,"@andresmmc Jajajaja por aqui te voy a enviar todo",0,0,andresmmc,1,0,0,"andresmmc",""
belenojeda_,"Esto no me deja vivir tranquila 😔💔 Cuánto quiero hacer por ti mundo 😭",0,0,,0,0,0,"",""
LydiaSarm,"@fercasa14 Se van a gastar una millonada no solamente trayendo a Dangon sino que despues van a renovar totalmente el parque; y créame; el hospital del pueblo no atiende urgencias porque no hay absolutamente nada para atenderlas; toda urgencia va para Bucaramanga que queda a varias horas",0,0,fercasa14,1,0,1,"fercasa14",""
AdrianCgp,"@lagp_21 Esos fueron otros tiempos.",0,0,lagp_21,1,0,0,"lagp_21",""
julieth28gz,"Ya no me acuerdo como comunicarme por ws sin stickers ni notas de voz 🆘🆘",0,0,,0,0,0,"",""
pablollerena,"El argentino ni ve al brasileño cuando le viene a dar. Clarita mandada de cabeza que debió sancionarse con penal y amarilla. Pésimo arbitraje del sinvergüenza  de Zambrano",0,0,,0,0,1,"",""
Andresilval,"@pilqueins @VitoMunozUgarte Claro que los tuvo; nadie lo niega. Pero echarle la culpa total de la eliminación de Argentina es erróneo.",0,0,pilqueins,2,0,0,"pilqueins;VitoMunozUgarte",""
Brasil1Amanda,"#RT  #RT  #medios https://t.co/5ZfR7gMbT3",0,0,,0,3,0,"","RT;RT;medios"
Gladiador2111,"@CynthiaViteri6 @RadioMorena640 excelente decision",0,0,CynthiaViteri6,2,0,0,"CynthiaViteri6;RadioMorena640",""
alvizambranon,"@MisheleFran @cuquita_eguez 👀",0,0,MisheleFran,2,0,0,"MisheleFran;cuquita_eguez",""
Jose_Geek,"@Pulandres Siguen muertos!!! Puto #MarkZuckerberg @ProfeJuANTONIO @MARCIANOPHONE @auronplay https://t.co/SN4MRULQpV",0,0,Pulandres,4,1,0,"Pulandres;ProfeJuANTONIO;MARCIANOPHONE;auronplay","MarkZuckerberg"
Deuteros1974,"@defreitasmario Yo también me suscribo al artículo del profesor @luisesgo. Opino que con el matrimonio igualitario el Ecuador va a mejorar como sociedad.",0,0,defreitasmario,2,0,1,"defreitasmario;luisesgo",""
RP_beaeli,"@kndmolfese Hermosa ❤️",0,0,kndmolfese,1,0,0,"kndmolfese",""
TatianaRodrigz,"@andresmmc MD",0,0,andresmmc,1,0,0,"andresmmc",""
bosscec,"@vinnymoy @eluniversocom @jcarlosaizprua @jcarlostuarez @CPCCS @vicenteopi Yo actuaria igual; si yo tengo la razón y actúo en derecho; no tengo porque bajar la cabeza ante nadie. Cuando uno deja los miedos; se puede tomar el mundo.  El problema es tener cucos y vivir con esos cucos.",0,0,vinnymoy,6,0,1,"vinnymoy;eluniversocom;jcarlosaizprua;jcarlostuarez;CPCCS;vicenteopi",""
Jose_Geek,"@ipatsx Estoy a punto de morir!! 🤣",0,0,Jose_Geek,1,0,0,"ipatsx",""
Andresilval,"@claudio36203325 Es claro el pisotón primero del Kun a Alves. Si pitaba era falta a favor de Brasil. Para mí no es penal. Lo de Otamendi podría debatirse.",0,0,claudio36203325,1,0,1,"claudio36203325",""
ColdasiceV,"@tianamoons @JulietaSagnay Por que será que sólo las feas son pro aborto‼️⁉️",0,0,tianamoons,2,0,0,"tianamoons;JulietaSagnay",""
JaviCastroC18,"@mmgm071 Ah; no.",0,0,mmgm071,1,0,0,"mmgm071",""
RP_beaeli,"@kndmolfese @myallruggelaria @molfesexcache Buena idea 👏❤️❤️",0,0,kndmolfese,3,0,0,"kndmolfese;myallruggelaria;molfesexcache",""
radio_sucre700,"📽 📽 📽 ▶️ | "Ya estamos todos; hay cosas que van a cambiar y lo vamos a trabajar"; Miguel Ángel Ramírez; DT de @IDV_EC  #LaFrecuenciaDeportiva https://t.co/fYEyADCQtj",0,0,,0,0,1,"",""
PieriDiazB,"Conozcame por usted; no por la boca de los demás.",0,0,,0,0,0,"",""
_doliog,"Para mi sobrino no hay mejor juguete que las ollas🙄😂",0,0,,0,0,0,"",""
Gladiador2111,"@elcondegrjm @Carlos_Orozcocd @PoliciaEcuador @AMTQuito @PoliciaEcuador dar ejemplo debe ser su prioridad; mas simple imposible",0,0,elcondegrjm,5,0,0,"elcondegrjm;Carlos_Orozcocd;PoliciaEcuador;AMTQuito;PoliciaEcuador",""
ServiciodEmpleo,"@titoARROYO25 Estar desempleado; haber hecho aportes continuos o discontinuos a una Caja de Compensación Familiar durante los últimos 3 años así: Trabajadores Dependientes 1 año y Trabajadores Independientes 2 años. No estar haciendo aportes como cotizante a EPS o Caja de Compensación Familiar",0,0,titoARROYO25,1,0,1,"titoARROYO25",""
alvizambranon,"Servando y Florentino",0,0,,0,0,0,"",""
krlidu94,"Mi mamá me dijo “a veces la gente finge que eres una mala persona para que no sienta culpa por las cosas que te hicieron” y eso es muy real.",0,0,,0,0,0,"",""
NinoPoggi,"Ahora el socialismo ya descompuso  al #whatsap también !   #whatsappdown",0,0,,0,2,0,"","whatsap;whatsappdown"
Yivanita,"Mejor dicho imposible 😌 principios y valores es lo que importa 😌😌😌",0,0,,0,0,0,"",""
RP_beaeli,"@kndmolfese No puedo ver tu foto 😭😭😭😭😭😭😭😭 https://t.co/0grxH3tUPb",0,0,kndmolfese,1,0,0,"kndmolfese",""
adrian_herasf,"@Tivigfoster @santiagobucaram Jajaja cuál es la mística? Alves tiene más títulos que edad",0,0,Tivigfoster,2,0,0,"Tivigfoster;santiagobucaram",""
JosueSanchezEc,"¡Es un gusto conocer esta hermosa ciudad!  Nos reunimos con el alcalde @TutoUhiaAlcalde; en #Valledupar; Colombia; en un encuentro de intercambio de ideas; que está cargado de nuevos proyectos y estrategias para nuestra ciudad.  ¡Gracias por su hospitalidad! https://t.co/IIqW1dsWbO",0,0,,1,1,1,"TutoUhiaAlcalde","Valledupar"
rafaellapazl,"Vamos hacer una fiesta pa que este amor crezca más 💕",0,0,,0,0,0,"",""
Andresilval,"@claudio36203325 Ya llevan más de 9 técnicos; uno mejor que otro si los quieres comparar. Realmente piensas es el problema es el DT? Concuerdo contigo en que la AFA es la principal responsable como la dirigencia anterior de mi país (FEF). Pero tampoco hay un nivel en jugadores.",0,0,claudio36203325,1,0,1,"claudio36203325",""
domeLc,"Dos datos más relevantes de la historia de la nomenclatura de la subfamilia licopodeacea ...",0,0,,0,0,0,"",""
alvizambranon,"@MisheleFran @cuquita_eguez Pero no esposa....y no ando buscando por acá 😌",0,0,MisheleFran,2,0,0,"MisheleFran;cuquita_eguez",""
ColdasiceV,"Bitch! Y todavía en la pijamada del bebé dice NEW ORDER 🚫🆘NO",0,0,,0,0,0,"",""
MelyJamileth,"Lo apoyo :(",0,0,,0,0,0,"",""
CatMailsa,"Este zuckini jajajaja... https://t.co/ugNXwu7WN4",0,0,,0,0,0,"",""
chriszam23,"@edersotomayor @NoeGonzalz En la camaronera... bomba",0,0,edersotomayor,2,0,0,"edersotomayor;NoeGonzalz",""
LydiaSarm,"@fercasa14 Haaa; y el concierto de Dangon hubo que hacerlo en un lote con una tarima apropiada porque Dango dijo que no cantaba en el parque; por seguridad; NO se presenten en donde el publico esta muy cerca y lo pueda tocar o subir a la tarima con facilidad.",0,0,fercasa14,1,0,1,"fercasa14",""
ChinaAguilarM,"Hoy tengo examen de inglés. Que vergueishon!",0,0,,0,0,0,"",""
alex_amores,"@l_gonzalezs @lissetteCv6 Justo ahora.",0,0,l_gonzalezs,2,0,0,"l_gonzalezs;lissetteCv6",""
Capital967,"🚨| Conductores participaron de al menos 13 talleres de orientación y sensibilización para responder correctamente ante casos de acoso sexual.  https://t.co/Guzw3b6rzO",0,0,,0,0,1,"",""
MelyJamileth,"JAJAHHA PROCESANDO HAHA",0,0,,0,0,0,"",""
diegojrm8,"@xaviolvera El nuevo Hitler @gustavocarpio_  @The_Game13",0,0,xaviolvera,3,0,0,"xaviolvera;gustavocarpio_;The_Game13",""
sportbeat_,"¡LOS RAYADOS TIENE NUEVO DELANTERO!   El #IndependienteDelValle 🇪🇨 tiene nuevo delantero; se trata del experimentado jugador de 30 años Gabriel Torres seleccionado de Panamá 🇵🇦 y llega procedente de la #UDeChile 🇨🇱. Jugó en varios clubes 🇵🇦; 🇨🇴; 🇨🇱; y 1 🇻🇪; 🇨🇭; 🇺🇸. https://t.co/NgU7wG1HLf",0,0,,0,1,1,"","IndependienteDelValle"
RP_beaeli,"@NetflixLAT @theangiecedillo",0,0,NetflixLAT,2,0,0,"NetflixLAT;theangiecedillo",""
workaholic76,"🍺🍺🍺🍺🍺",0,0,,0,0,0,"",""
LydiaSarm,"@CarlosEParedes2 El pendejo de Santrich; bien pendejo e imbecil si es; parece que esta a favor de los que no quieren la paz; hace cagada tras cagada.",0,0,CarlosEParedes2,1,0,1,"CarlosEParedes2",""
a_j93,"@Carito_AguirreP Me invitas y te paso el dato.",0,0,Carito_AguirreP,1,0,0,"Carito_AguirreP",""
Xavier93781658,"Hola 👋👋👋",0,0,,0,0,0,"",""
TatianaRodrigz,"@Alethleia @Cuchitohacker33 @FrontezaCortal Yo creo que ya es oficial; sin necesidad de encebollado",0,0,Alethleia,3,0,0,"Alethleia;Cuchitohacker33;FrontezaCortal",""
Mdzajohan,"@BuenaNocheSenor Yo quiero !.. 👆🏻",0,0,BuenaNocheSenor,1,0,0,"BuenaNocheSenor",""
AlejandroPuga,"@Amparo_Medina @lilyariasok @Canidza @marcialpg @ElianaCabrera9 @LaCristiFranco @JulietaSagnay @Litardo_Loor @ConParticipa @fernandoEWTN @HectorYepezM Usted es una reverenda imbécil. Qué lástima que el Dios del cual pregona no existe y en serio no podrá irse al infierno. Porque al supuesto cielo no llegaría ni a ver puerta.",0,0,Amparo_Medina,8,0,1,"Amparo_Medina;lilyariasok;Canidza;marcialpg;ElianaCabrera9;LaCristiFranco;JulietaSagnay;Litardo_Loor",""
JuanLadinoRadio,"Se está acabando el mundo; hay problemas con #Facebook #instagram y #Whatsapp 😨😨😱😱",0,0,,0,3,0,"","Facebook;instagram;Whatsapp"
JAHIRABUDEYE,"@rosiitaerazo Q paso Rosita?",0,0,rosiitaerazo,1,0,0,"rosiitaerazo",""
noti_f1,"Uds que todo lo saben. En guayaquil dónde encuentro estos dispensadores de granos? https://t.co/ATjCyhOB31",0,0,,0,0,0,"",""
AlejandroPuga,"@christianromo No sé qué pensar.",0,0,christianromo,1,0,0,"christianromo",""
DomenikImbert,"De “reina” solo me lo dice porque de ahí le importo un comino",0,0,,0,0,0,"",""
HIJAdeD69611638,"@senior_manaba ❤️ disfrutemos esta etapa; nunca más uno la vive!",0,0,senior_manaba,1,0,0,"senior_manaba",""
Socioempleo_ec,"PREVENDEDORES; $394 - $500; PICHINCHA/QUITO; https://t.co/yKDDSnQ5Ye https://t.co/Fi4sOZg2nc",0,0,,0,0,1,"",""
DAYI65645137,"35 la hora 0986790914 https://t.co/fUdg9Kr3Lm",0,0,,0,0,0,"",""
Socioempleo_ec,"ATENCION AL CLIENTE/VENTAS/AUX. ALMACEN/BODEGA; $394 - $500; PICHINCHA/QUITO; https://t.co/YXibqGetc6 https://t.co/kGummaBm1i",0,0,,0,0,1,"",""
Alexys75,"@LMDelgado88 @LigaProEC Si eso piensan los de liga; a de ser porque eso sintieron. Le digo al llorón que indague que significa ese gesto en Argentina. A parte que en nuestro país NO es un gesto obsceno  como el que hizo Angulo. A llorar a otro lado.",0,0,LMDelgado88,2,0,1,"LMDelgado88;LigaProEC",""
cesarito2007,"@JCC2713 @Texeira7 @fmolestinae Eso no fue falta de disciplina....ademas eso paso ha e ufff...yo hablo del presente...es.uno de nuestros mejores jugadores...",0,0,JCC2713,3,0,1,"JCC2713;Texeira7;fmolestinae",""
carlospolit91,"@EstefaniaRuizQu Yo te escucho 🤗",0,0,EstefaniaRuizQu,1,0,0,"EstefaniaRuizQu",""
DomenikImbert,"Ya woody ya lo entendí; soy un juguete.",0,0,,0,0,0,"",""
TrendsEcuador,"#calentamientoradialwq es ahora una tendencia en Ecuador  https://t.co/iDgqrv0Eyz https://t.co/p7Oyndo5W5",0,0,,0,1,1,"","calentamientoradialwq"
Osvy1984,"@Alexand82450295 Rico",0,0,Alexand82450295,1,0,0,"Alexand82450295",""
TrendsEcuador,"#comomegustawq es ahora una tendencia en Ecuador  https://t.co/hkwpFjtzbl https://t.co/VydL1d6Rwu",0,0,,0,1,1,"","comomegustawq"
jurual5,"El cáncer se lo extirpa de raíz y mucho más por si acaso no se reactive; de una vez por todas hay que acabar con esta aberración",0,0,,0,0,1,"",""
DomenikImbert,"@KevinJulynG Si te entiendo:(",0,0,KevinJulynG,1,0,0,"KevinJulynG",""
Socioempleo_ec,"AUXILIAR OPERATIVO/A (CAJA/BODEGA/PERCHA/EMPAQUE); $394 - $500; PICHINCHA/QUITO; https://t.co/NOfrIwR8ha https://t.co/a7ER3el11n",0,0,,0,0,1,"",""
Osvy1984,"@Alexand82450295 Dan ganas d deslecharlo",0,0,Alexand82450295,1,0,0,"Alexand82450295",""
adrian_herasf,"@leninCardenas_ @Joseph_ABH @AndresPellacini La pleeeeena lleva a tu prima a la fiesta Joseph",0,0,leninCardenas_,3,0,0,"leninCardenas_;Joseph_ABH;AndresPellacini",""
Osvy1984,"@culionactivo Q mal dato Yo no lo hubiera dejado plantado",0,0,culionactivo,1,0,0,"culionactivo",""
NorkisGPV,"@DoctoraSexual 🥺",0,0,DoctoraSexual,1,0,0,"DoctoraSexual",""
MaruPazmino,"Hola; tengo solo para tí por HOY;  Tratamiento y Diagnóstico Capilar  Grátis en Maru Pazmiño Salon de Belleza Peluqueria https://t.co/WC8bNbuzzR",0,0,,0,0,1,"",""
davidaguirre1,"@sergiopere95 Tal cual. Es así; pero parece que es muy complejo de ver eso.   O no desean verlo.",0,0,sergiopere95,1,0,0,"sergiopere95",""
Socioempleo_ec,"AUXILIAR DE SERVICIOS GENERALES; $394 - $500; PICHINCHA/QUITO; https://t.co/cKvlP10H3i https://t.co/FuwBBEYu55",0,0,,0,0,1,"",""
SalvadOrellana,"@JorgeBarrazaOK Hay otra toma muy clara que se ve el pisotón de Aguero sobre Alves; luego este levanta la pierna para sacar su pie. Allí no parece penal. Los del VAR pudieron ver esa secuencia también.",0,0,JorgeBarrazaOK,1,0,1,"JorgeBarrazaOK",""
marieleins,"“Tiempo al tiempo”; “El tiempo todo lo cura”; “Todo es cuestión de tiempo”; “El tiempo es oro”. ¿De verdad?  ¿Y si te digo que lo que importa no es el tiempo sino las GANAS?  Ganas a las ganas.  Las ganas lo curan todo.  Todo es cuestión de ganas.  Las ganas son oro.",0,0,,0,0,1,"",""
cesarito2007,"@JCC2713 @Texeira7 @fmolestinae Ustedes le perdonan todo al Diaz; a Alvez; y acá que es su compatriota no le perdonan una...que raro.",0,0,JCC2713,3,0,0,"JCC2713;Texeira7;fmolestinae",""
Osvy1984,"@lspz_4 Q bus debo cogee",0,0,lspz_4,1,0,0,"lspz_4",""
Jrnochi,"Novedades en @BarcelonaSC: José Francisco Cevallos confirmó que Washintong Vera y Tito Valencia jugarán en @elnacionalec. https://t.co/kYPzt9JKzw",0,0,,1,0,1,"BarcelonaSC",""
cesarito2007,"@Texeira7 @JCC2713 @fmolestinae Cuando se ha creído dueño de la selección?",0,0,Texeira7,3,0,0,"Texeira7;JCC2713;fmolestinae",""
NinoPoggi,"Los fracasos son aquellos trofeos que se exhibe al completar el éxito!  #Motivation #whatsappdown",0,0,,0,2,0,"","Motivation;whatsappdown"
dhanna,"Nada amigos; falsa alarma. Sigue horrible WhatsApp e Instagram.",0,0,,0,0,0,"",""
